replay_num,replay_link                                                                              ,player_p1         ,player_p2         ,switch_p1a,switch_p2a,winner,turns
178       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794004                               ,zxgzxg            ,yuramas           ,Medicham  ,Zapdos    ,1     ,22
181       ,https://replay.pokemonshowdown.com/gen3ou-2215107708-o3ezr5r6686srvi8gvh31wzrwrcosltpw   ,Daeronchick       ,Koentjelub        ,Tyranitar ,Salamence ,2     ,39
184       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793951                               ,moowee            ,thedolla          ,Tyranitar ,Zapdos    ,2     ,21
187       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794212                               ,salto             ,pea-kah           ,Skarmory  ,Heracross ,1     ,33
185       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793952                               ,thedolla          ,moowee            ,Zapdos    ,Tyranitar ,2     ,32
186       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793954                               ,moowee            ,thedolla          ,Tyranitar ,Tyranitar ,2     ,55
188       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794213                               ,pea-kah           ,salto             ,Metagross ,Tyranitar ,2     ,35
189       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794272                               ,tub69             ,Jnho              ,Blaziken  ,Metagross ,1     ,21
192       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794241                               ,Gonzasaurio 50    ,Redrame           ,Zapdos    ,Hariyama  ,2     ,71
191       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794278                               ,tub69             ,Jnho              ,Aerodactyl,Suicune   ,1     ,39
193       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794248                               ,Gonzasaurio 50    ,Redrame           ,Tyranitar ,Slaking   ,1     ,28
190       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794276                               ,tub69             ,Jnho              ,Glalie    ,Suicune   ,2     ,18
194       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794256                               ,Gonzasaurio 50    ,Redrame           ,Zapdos    ,Hariyama  ,1     ,49
195       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793870                               ,valiantbattlerextr,boshinator6       ,Tyranitar ,Tyranitar ,2     ,33
198       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794350                               ,bigyunakafan      ,FlareLiger        ,Zapdos    ,Tyranitar ,2     ,41
197       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793875                               ,valiantbattlerextr,boshinator6       ,Medicham  ,Tyranitar ,1     ,20
196       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-793873                               ,boshinator6       ,valiantbattlerextr,Tyranitar ,Medicham  ,2     ,25
200       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794346?p2                            ,Elisy             ,Skarph☾eRiM       ,Zapdos    ,Zapdos    ,2     ,62
199       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794355                               ,bigyunakafan      ,FlareLiger        ,Zapdos    ,Salamence ,2     ,31
203       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794388                               ,EpiclyEpicGamerW  ,xgermx            ,Zapdos    ,Metagross ,1     ,23
296       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794388                               ,EpiclyEpicGamerW  ,xgermx            ,Zapdos    ,Metagross ,1     ,23
202       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794307                               ,lol 30000         ,vbncvx            ,Blaziken  ,Blaziken  ,1     ,24
201       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794361                               ,Skarph☾eRiM       ,Elisy             ,Skarmory  ,Metagross ,1     ,61
205       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794402                               ,EpiclyEpicGamerW  ,xgermx            ,Vaporeon  ,Jynx      ,2     ,28
298       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794402                               ,EpiclyEpicGamerW  ,xgermx            ,Vaporeon  ,Jynx      ,2     ,28
204       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794397                               ,xgermx            ,EpiclyEpicGamerW  ,Zapdos    ,Skarmory  ,1     ,48
297       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794397                               ,xgermx            ,EpiclyEpicGamerW  ,Zapdos    ,Skarmory  ,1     ,48
207       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794394                               ,True Lawbringer   ,honuacjs          ,Zapdos    ,Ampharos  ,1     ,86
206       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794373                               ,True Lawbringer   ,honuacjs          ,Salamence ,Ampharos  ,1     ,81
208       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794408                               ,Big John Green    ,elanie            ,Zapdos    ,Skarmory  ,1     ,108
211       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794462                               ,walkrr            ,goldmasonvt       ,Salamence ,Tyranitar ,2     ,37
212       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794464                               ,goldmasonvt       ,walkrr            ,Tyranitar ,Skarmory  ,1     ,39
210       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794425                               ,Big John Green    ,elanie            ,Zapdos    ,Salamence ,1     ,38
209       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794417                               ,Big John Green    ,elanie            ,Suicune   ,Salamence ,2     ,30
213       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794468                               ,butter dk         ,PinjarraPanther   ,Skarmory  ,Zapdos    ,1     ,25
215       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794280                               ,DMONDThrice       ,SSBM Nicki        ,Zapdos    ,Aerodactyl,2     ,43
214       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794470                               ,butter dk         ,PinjarraPanther   ,Tyranitar ,Hariyama  ,1     ,43
216       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794288                               ,DMONDThrice       ,SSBM Nicki        ,Metagross ,Tyranitar ,1     ,18
217       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794296                               ,DMONDThrice       ,SSBM Nicki        ,Salamence ,Zapdos    ,2     ,25
219       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794126                               ,mobjamin          ,brotha dog        ,Salamence ,Tyranitar ,2     ,32
221       ,https://replay.pokemonshowdown.com/gen3ou-2214591334-t6rjtn3fzb32xiexh8nkvvtubdlf3qupw   ,SANKE CARP        ,im at the office  ,Tyranitar ,Tyranitar ,1     ,22
218       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794122                               ,mobjamin          ,brotha dog        ,Venusaur  ,Tyranitar ,2     ,36
220       ,https://replay.pokemonshowdown.com/gen3ou-2214586816-2gqymdch165cnj1l9kbetqv8duk817kpw   ,SANKE CARP        ,im at the office  ,Jolteon   ,Zapdos    ,1     ,37
222       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794382                               ,mkizzy            ,lacoot            ,Jynx      ,Swampert  ,2     ,22
224       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794398                               ,lacoot            ,mkizzy            ,Tyranitar ,Zapdos    ,2     ,31
223       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794391                               ,mkizzy            ,lacoot            ,Zapdos    ,Tyranitar ,1     ,19
225       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794484                               ,ZPanther          ,b1urry            ,Metagross ,Jolteon   ,2     ,40
226       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794488                               ,ZPanther          ,b1urry            ,Tyranitar ,Salamence ,2     ,35
228       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794368                               ,Ivoire            ,dig boshi         ,Skarmory  ,Zapdos    ,1     ,57
227       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794357                               ,Ivoire            ,dig boshi         ,Skarmory  ,Skarmory  ,1     ,43
229       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794098                               ,Promeathean0056   ,oopsalldeoxys     ,Metagross ,Tyranitar ,1     ,25
230       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794104                               ,oopsalldeoxys     ,Promeathean0056   ,Tyranitar ,Suicune   ,1     ,23
231       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794110                               ,oopsalldeoxys     ,Promeathean0056   ,Suicune   ,Metagross ,1     ,16
234       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794063                               ,kittencel         ,ChangchunDeXiannu ,Tyranitar ,Heracross ,1     ,22
232       ,https://replay.pokemonshowdown.com/gen3ou-2215381114-2j86trcqgpim2oot2gwrf68kfffq156pw   ,A Plague Doc      ,Stuckkkk          ,Tyranitar ,Metagross ,1     ,17
233       ,https://replay.pokemonshowdown.com/gen3ou-2215373921-ybgb4qxzk30tgn4m7yvqs4sqnoba5xlpw   ,A Plague Doc      ,Stuckkkk          ,Tyranitar ,Skarmory  ,1     ,45
235       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794070                               ,kittencel         ,ChangchunDeXiannu ,Metagross ,Blaziken  ,1     ,25
236       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794450                               ,lraven17          ,xtina xendrix     ,Tyranitar ,Smeargle  ,1     ,28
237       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794454                               ,lraven17          ,xtina xendrix     ,Metagross ,Salamence ,2     ,28
238       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794459                               ,lraven17          ,xtina xendrix     ,Metagross ,Salamence ,2     ,24
241       ,https://replay.pokemonshowdown.com/gen3ou-2215436857-iumzekl0fm3radvtodd8cm6ca48xfw4pw   ,EG Zelph          ,Outlandish Obloquy,Swampert  ,Skarmory  ,1     ,31
239       ,https://replay.pokemonshowdown.com/gen3ou-2215434520?p2                                  ,krungo            ,Bhol              ,Zapdos    ,Salamence ,2     ,27
240       ,https://replay.pokemonshowdown.com/gen3ou-2215437595                                     ,krungo            ,Bhol              ,Hariyama  ,Zapdos    ,2     ,56
243       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794377                               ,celdanami         ,Milkshook♡        ,Tyranitar ,Tyranitar ,1     ,39
245       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794403                               ,celdanami         ,Milkshook♡        ,Skarmory  ,Tyranitar ,1     ,28
244       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794395                               ,Milkshook♡        ,celdanami         ,Tyranitar ,Tyranitar ,1     ,70
242       ,https://replay.pokemonshowdown.com/gen3ou-2215440625-vafqp7guioewz6a113brmiebmsihv8wpw   ,Outlandish Obloquy,EG Zelph          ,Salamence ,Tyranitar ,2     ,33
246       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794448                               ,smokingrocks      ,JoeFlint          ,Tyranitar ,Tyranitar ,2     ,76
247       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794453                               ,JoeFlint          ,smokingrocks      ,Zapdos    ,Nidoqueen ,2     ,27
248       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794458                               ,JoeFlint          ,smokingrocks      ,Zapdos    ,Tauros    ,2     ,43
249       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794482                               ,Dhgss             ,1998 Mercedes-Benz,Salamence ,Tyranitar ,1     ,42
251       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794411                               ,DraykOP           ,banana plus plus  ,Gengar    ,Omastar   ,1     ,11
250       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794491                               ,1998 Mercedes-Benz,Dhgss             ,Tyranitar ,Skarmory  ,2     ,36
253       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794514                               ,RenegadeVictini   ,ur_gfs_next_bf    ,Tyranitar ,Medicham  ,2     ,21
252       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794414                               ,DraykOP           ,banana plus plus  ,Tyranitar ,Tyranitar ,1     ,21
255       ,https://replay.pokemonshowdown.com/gen3ou-2215818740                                     ,DiegoIn           ,roofb             ,Zapdos    ,Forretress,1     ,33
254       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794515                               ,RenegadeVictini   ,ur_gfs_next_bf    ,Zapdos    ,Tyranitar ,2     ,28
256       ,https://replay.pokemonshowdown.com/gen3ou-2215825152-fe2rsehhai0sj5y0tnld2220vktgfiipw   ,DiegoIn           ,roofb             ,Tyranitar ,Venusaur  ,1     ,19
257       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794554                               ,Depres_ionCher_y  ,Vholtninja        ,Zapdos    ,Suicune   ,1     ,21
259       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794555                               ,Genexys           ,Calm Stiege       ,Salamence ,Suicune   ,2     ,33
262       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794336?p2                            ,bigmamasnorlax    ,Eg0r              ,Suicune   ,Metagross ,2     ,16
261       ,https://replay.pokemonshowdown.com/smogtours-gen3ou-794560                               ,Genexys           ,Calm Stiege       ,Salamence ,Zapdos    ,1     ,54
